"","student_IDs","Preference_1","Preference_2","Preference_3","reported_date","sex","height_text","cleaned_heigths_data"
"526","stegophilic_asianconstablebutterfly","Vanilla","Rocky Road","Strawberry",2016-04-21 06:15:00,"Male","152",152
"527","ultrafaultless_stag","Vanilla","Pistachio","Fudge",2014-09-03 12:17:00,"Male","68",68
"528","einsteinium_ekaltadeta","Chocolate","Strawberry","Fudge",2015-03-05 20:31:00,"Male","72",72
"529","azure_africanporcupine","Vanilla","Pistachio","Strawberry",2015-09-29 11:56:00,"Male","172",172
"530","festive_zenaida","Vanilla","Fudge","Pistachio",2016-03-03 00:33:00,"Male","70",70
"531","uncalorific_cub","Chocolate","Fudge","Rocky Road",2016-01-25 08:15:00,"Female","65",65
"532","semipolitical_tapaculo","Vanilla","Pistachio","Mocha",2014-09-04 10:29:00,"Male","5'10''",70
"533","quartz_wrasse","Vanilla","Fudge","Pistachio",2014-09-04 03:43:00,"Male","59",59
"534","superluxurious_noolbenger","Chocolate","Pistachio","Mocha",2014-11-20 09:17:00,"Male","7",84
"535","artless_mamba","Chocolate","Mocha","Rocky Road",2014-09-02 15:16:00,"Female","64",64
"536","pugnacious_kestrel","Vanilla","Strawberry","Mocha",2014-09-02 15:16:00,"Male","5' 4",64
"537","followable_quahog","Vanilla","Rocky Road","Strawberry",2017-08-30 12:57:00,"Female","34",34
"538","responsive_massasauga","Chocolate","Strawberry","Rocky Road",2016-02-11 08:14:00,"Male","70",70
"539","vertical_pacificparrotlet","Vanilla","Mocha","Rocky Road",2015-02-25 15:20:00,"Male","72",72
"540","nonmagnetic_loon","Vanilla","Pistachio","Mocha",2014-10-26 10:23:00,"Male","74.8",74.8
"541","bland_fossa","Chocolate","Mocha","Pistachio",2014-09-02 15:16:00,"Female","66.75",66.75
"542","balneological_muskox","Vanilla","Pistachio","Mocha",2014-11-09 15:43:00,"Female","5,4",64
"543","inappropriate_attwatersprairiechicken","Chocolate","Fudge","Pistachio",2014-09-15 14:38:00,"Male","6,8",80
"544","freakish_vulpesvulpes","Vanilla","Rocky Road","Strawberry",2016-05-26 16:36:00,"Male","75",75
"545","impolite_indianskimmer","Vanilla","Fudge","Pistachio",2017-01-17 12:01:00,"Male","158",158
"546","inextinguishable_metamorphosis","Chocolate","Mocha","Fudge",2015-08-30 14:06:00,"Male","71",71
"547","clippable_africanrockpython","Chocolate","Pistachio","Mocha",2014-09-18 21:40:00,"Male","5' 10",70
"548","wood_irukandjijellyfish","Vanilla","Rocky Road","Fudge",2015-07-23 11:05:00,"Male","67",67
"549","controversial_xrayfish","Chocolate","Fudge","Pistachio",2014-09-02 15:16:00,"Male",">9000",NA
"550","commonsensible_americancrow","Chocolate","Pistachio","Mocha",2015-02-05 14:49:00,"Male","67",67
"551","interspinal_sanderling","Chocolate","Strawberry","Rocky Road",2016-10-16 14:30:00,"Male","68.8976378",68.8976378
"552","lawlike_dragon","Chocolate","Strawberry","Fudge",2015-04-21 16:40:00,"Female","5' 7.78",67
"553","nonpsychoanalytical_velvetworm","Chocolate","Rocky Road","Pistachio",2015-05-09 03:34:00,"Male","68.8",68.8
"554","godless_avocet","Vanilla","Fudge","Mocha",2014-09-02 15:16:00,"Male","70",70
"555","hyperintelligent_bufflehead","Vanilla","Pistachio","Mocha",2014-09-02 15:18:00,"Female","65",65
"556","probable_kronosaurus","Vanilla","Strawberry","Fudge",2014-09-14 17:36:00,"Male","6",72
"557","immobile_horse","Vanilla","Strawberry","Fudge",2017-06-29 06:55:00,"Male","5.7",68.4
"558","existential_reptile","Vanilla","Pistachio","Fudge",2016-01-26 21:46:00,"Female","65",65
"559","quasipolitical_peccary","Vanilla","Fudge","Pistachio",2016-01-25 08:16:00,"Female","61",61
"560","dodecasyllabic_grouse","Chocolate","Fudge","Mocha",2014-09-02 15:17:00,"Male","69",69
"561","discretional_springtail","Chocolate","Pistachio","Fudge",2015-05-20 16:31:00,"Female","64",64
"562","supportive_wreckfish","Vanilla","Fudge","Rocky Road",2014-09-12 05:13:00,"Male","72.5",72.5
"563","corporative_wuerhosaurus","Vanilla","Mocha","Strawberry",2017-01-30 16:48:00,"Female","60",60
"564","unfashionable_pekingese","Vanilla","Fudge","Pistachio",2015-07-23 10:39:00,"Male","69",69
"565","snugging_nag","Vanilla","Mocha","Pistachio",2014-09-02 15:40:00,"Male","70",70
"566","unacidic_zopilote","Chocolate","Pistachio","Mocha",2016-07-23 18:27:00,"Male","68.11",68.11
"567","straightforward_tegus","Chocolate","Rocky Road","Fudge",2016-08-04 21:59:00,"Male","75",75
"568","antagonisable_americancreamdraft","Chocolate","Fudge","Rocky Road",2016-04-19 19:43:00,"Male","70",70
"569","checked_wireworm","Vanilla","Fudge","Mocha",2015-01-20 23:37:00,"Male","67.7165",67.7165
"570","sunny_oropendola","Vanilla","Pistachio","Rocky Road",2015-03-27 13:22:00,"Male","68",68
"571","shady_jaguar","Chocolate","Fudge","Mocha",2016-03-16 13:56:00,"Female","69",69
"572","molybdenite_leech","Chocolate","Fudge","Rocky Road",2014-09-09 20:00:00,"Male","5,3",63
"573","paranormal_bengaltiger","Vanilla","Fudge","Mocha",2015-09-16 00:29:00,"Male","72.05",72.05
"574","southeastward_harvestmouse","Chocolate","Mocha","Rocky Road",2014-12-22 11:50:00,"Male","66",66
"575","wieldy_icelandgull","Vanilla","Pistachio","Fudge",2014-11-07 16:48:00,"Male","73",73
"576","arid_cub","Vanilla","Mocha","Strawberry",2014-09-02 15:16:00,"Female","66",66
"577","framable_rabbit","Vanilla","Fudge","Strawberry",2016-01-26 11:53:00,"Female","68",68
"578","disingenuous_snowmonkey","Chocolate","Strawberry","Rocky Road",2014-09-02 15:16:00,"Female","65",65
"579","coverable_fanworms","Vanilla","Mocha","Pistachio",2015-09-18 17:11:00,"Male","75",75
"580","goodtempered_eastsiberianlaika","Chocolate","Rocky Road","Mocha",2016-01-26 17:03:00,"Male","64",64
"581","meagre_cero","Vanilla","Rocky Road","Strawberry",2015-04-26 06:55:00,"Female","67.71",67.71
"582","snowcapped_boar","Chocolate","Rocky Road","Fudge",2015-04-04 17:39:00,"Male","64",64
"583","bottlegreen_sableantelope","Vanilla","Strawberry","Fudge",2015-07-24 12:53:00,"Male","67",67
"584","velour_asianporcupine","Vanilla","Fudge","Pistachio",2016-01-27 08:27:00,"Female","60",60
"585","highclass_snowleopard","Vanilla","Mocha","Strawberry",2015-11-14 12:36:00,"Male","68",68
"586","venomous_serval","Chocolate","Rocky Road","Mocha",2014-09-23 03:39:00,"Female","53",53
"587","unpsychopathic_frilledlizard","Vanilla","Rocky Road","Strawberry",2017-03-29 11:00:00,"Female","5'4",64
"588","unthanking_woodstorks","Chocolate","Rocky Road","Mocha",2014-09-02 15:17:00,"Female","63",63
"589","endocrinopathic_curassow","Vanilla","Pistachio","Fudge",2015-02-04 16:35:00,"Male","71",71
"590","wellknown_gemsbuck","Vanilla","Mocha","Strawberry",2015-08-04 18:54:00,"Male","68",68
"591","enjambed_lynx","Chocolate","Strawberry","Rocky Road",2015-01-19 19:08:00,"Male","72",72
"592","apprehensive_marbledmurrelet","Chocolate","Rocky Road","Fudge",2016-06-05 14:07:00,"Female","52",52
"593","prodemocrat_hog","Vanilla","Strawberry","Mocha",2014-10-15 10:05:00,"Male","74",74
"594","highbred_urchin","Chocolate","Pistachio","Strawberry",2014-10-19 13:08:00,"Male","5'5",65
"595","uncrystalled_tomtit","Vanilla","Pistachio","Fudge",2016-03-21 01:33:00,"Male","172",172
"596","protactium_giraffe","Vanilla","Rocky Road","Fudge",2016-01-26 09:51:00,"Male","67",67
"597","earthbound_dikkops","Chocolate","Strawberry","Fudge",2014-09-03 17:53:00,"Male","66",66
"598","revengeful_megaraptor","Chocolate","Rocky Road","Strawberry",2016-01-25 08:15:00,"Male","70",70
"599","affirmative_abalone","Vanilla","Fudge","Rocky Road",2016-07-26 13:02:00,"Male","67",67
"600","extravertive_iberianbarbel","Vanilla","Rocky Road","Pistachio",2014-10-27 13:08:00,"Female","5.75",69
"601","semitheatrical_koi","Chocolate","Fudge","Mocha",2014-10-10 20:06:00,"Female","66",66
"602","glass_inexpectatumpleco","Vanilla","Rocky Road","Fudge",2014-09-02 15:16:00,"Male","73",73
"603","tacky_salmon","Vanilla","Pistachio","Mocha",2014-09-02 15:16:00,"Male","5'7",67
"604","patronal_axisdeer","Chocolate","Pistachio","Mocha",2015-05-25 03:16:00,"Female","68.4",68.4
"605","gnarly_americanmarten","Vanilla","Mocha","Pistachio",2016-01-26 10:00:00,"Female","5",60
"606","blamable_jackrabbit","Chocolate","Mocha","Rocky Road",2014-09-02 15:16:00,"Female","66",66
"607","unlightened_nematode","Chocolate","Strawberry","Mocha",2014-09-02 15:16:00,"Female","66.5",66.5
"608","ironical_sidewinder","Chocolate","Strawberry","Rocky Road",2016-01-25 08:29:00,"Male","5'7",67
"609","subpyramidal_baldeagle","Vanilla","Pistachio","Fudge",2015-05-27 08:03:00,"Male","5 feet 7inches",67
"610","nondemocratic_azurevasesponge","Chocolate","Mocha","Rocky Road",2015-12-08 07:53:00,"Male","67.72",67.72
"611","bacciform_antelope","Vanilla","Fudge","Pistachio",2014-09-02 15:17:00,"Male","70.5",70.5
"612","abducent_gecko","Chocolate","Strawberry","Rocky Road",2015-07-23 00:41:00,"Female","64",64
"613","electrocardiographic_spoonbill","Vanilla","Mocha","Fudge",2017-10-14 14:07:00,"Male","5'6",66
"614","coldblooded_kite","Vanilla","Mocha","Strawberry",2015-02-20 16:44:00,"Female","64",64
"615","unarmed_hagfish","Chocolate","Strawberry","Mocha",2014-09-02 15:17:00,"Female","64",64
"616","acidophobic_purplemarten","Chocolate","Mocha","Strawberry",2016-04-22 04:28:00,"Male","1",1
"617","crusty_tapir","Vanilla","Pistachio","Strawberry",2016-05-10 09:47:00,"Male","168",168
"618","smileless_diamondbackrattlesnake","Chocolate","Fudge","Rocky Road",2014-09-02 15:16:00,"Female","69.6",69.6
"619","cretaceous_camel","Vanilla","Fudge","Rocky Road",2014-09-02 15:17:00,"Male","69",69
"620","chorographical_krill","Vanilla","Strawberry","Pistachio",2015-09-05 22:33:00,"Male","73",73
"621","especial_bordercollie","Vanilla","Pistachio","Strawberry",2016-02-21 06:52:00,"Male","66",66
"622","lacquerware_abyssiniancat","Chocolate","Pistachio","Mocha",2016-01-26 09:55:00,"Male","5' 11",71
"623","pubescent_parakeet","Vanilla","Rocky Road","Fudge",2014-11-24 08:10:00,"Male","69",69
"624","farsighted_archaeocete","Chocolate","Strawberry","Rocky Road",2015-07-23 15:41:00,"Male","72",72
"625","frosty_ibex","Chocolate","Pistachio","Fudge",2016-02-06 06:52:00,"Female","69",69
"626","uncategorised_zeren","Vanilla","Rocky Road","Strawberry",2016-02-16 14:39:00,"Male","6",72
"627","literal_kinkajou","Vanilla","Mocha","Pistachio",2015-01-25 16:13:00,"Male","5'11",71
"628","wellpoliced_dormouse","Vanilla","Rocky Road","Mocha",2015-01-28 03:59:00,"Male","5.5",66
"629","paleopsychological_wreckfish","Vanilla","Mocha","Strawberry",2014-09-02 15:16:00,"Female","61",61
"630","overluxurious_bats","Vanilla","Pistachio","Strawberry",2016-01-25 08:34:00,"Female","70",70
"631","ready_drever","Chocolate","Rocky Road","Strawberry",2014-09-02 15:16:00,"Male","69",69
"632","pseudoscholastic_eel","Chocolate","Fudge","Rocky Road",2016-01-26 10:01:00,"Male","180",180
"633","convectional_alpaca","Vanilla","Pistachio","Rocky Road",2015-08-03 14:15:00,"Male","72",72
"634","disliked_amethystgemclam","Chocolate","Fudge","Rocky Road",2014-10-16 18:04:00,"Male","5.11",61.32
"635","unaroused_redstart","Vanilla","Fudge","Rocky Road",2015-12-16 22:20:00,"Male","65",65
"636","caffeinated_arieltoucan","Chocolate","Strawberry","Pistachio",2014-09-11 08:56:00,"Male","72.05",72.05
"637","fungal_tarsier","Vanilla","Strawberry","Fudge",2017-01-24 06:11:00,"Male","73",73
"638","capitalist_rainbowfish","Chocolate","Mocha","Fudge",2015-05-26 19:21:00,"Female","61",61
"639","unrefrigerated_asiaticmouflon","Chocolate","Rocky Road","Fudge",2014-09-03 08:43:00,"Male","75",75
"640","curmudgeonly_asiandamselfly","Vanilla","Rocky Road","Fudge",2014-09-02 15:16:00,"Female","62",62
"641","loveable_mare","Vanilla","Pistachio","Mocha",2014-12-26 12:01:00,"Male","70",70
"642","addlebrained_chickadee","Chocolate","Pistachio","Rocky Road",2017-03-25 12:35:00,"Male","5.57",66.84
"643","florid_walkingstick","Vanilla","Strawberry","Rocky Road",2014-09-02 15:18:00,"Female","64.57",64.57
"644","companionable_cassowary","Vanilla","Mocha","Pistachio",2016-01-21 04:17:00,"Male","71.5",71.5
"645","crass_waterbuck","Chocolate","Fudge","Mocha",2016-03-17 07:08:00,"Male","5.5",66
"646","uncongested_kingsnake","Chocolate","Strawberry","Pistachio",2016-02-02 01:34:00,"Male","5'11''",71
"647","distractible_bichonfrise","Vanilla","Strawberry","Rocky Road",2016-01-26 13:09:00,"Female","5.51",66.12
"648","ferreous_cock","Vanilla","Rocky Road","Pistachio",2014-09-02 15:16:00,"Female","65",65
"649","petit_shelduck","Vanilla","Pistachio","Rocky Road",2015-09-23 14:26:00,"Male","74",74
"650","genuine_ptarmigan","Chocolate","Strawberry","Rocky Road",2014-11-04 10:15:00,"Male","67",67
"651","bloated_hamadryas","Vanilla","Strawberry","Pistachio",2014-09-02 15:16:00,"Male","6",72
"652","hydrometallurgical_bushsqueaker","Vanilla","Rocky Road","Fudge",2015-05-19 01:49:00,"Male","5'6",66
"653","rosy_bee","Vanilla","Pistachio","Mocha",2017-08-19 04:41:00,"Male","67.7165",67.7165
"654","enharmonic_indianabat","Vanilla","Rocky Road","Mocha",2014-09-02 15:35:00,"Male","71",71
"655","interlibrary_katydid","Vanilla","Rocky Road","Mocha",2016-02-28 01:35:00,"Male","78.74",78.74
"656","precrystalline_hapuku","Vanilla","Rocky Road","Mocha",2015-12-22 18:21:00,"Male","71",71
"657","tangled_egg","Vanilla","Strawberry","Mocha",2016-01-26 11:12:00,"Male","70",70
"658","shapable_xenops","Chocolate","Rocky Road","Strawberry",2014-09-02 15:16:00,"Female","2",2
"659","undenominated_galapagoshawk","Vanilla","Pistachio","Mocha",2015-03-07 10:50:00,"Female","70",70
"660","trisyllabic_tick","Chocolate","Pistachio","Rocky Road",2014-09-04 17:28:00,"Male","65",65
"661","irresponsible_flycatcher","Chocolate","Pistachio","Rocky Road",2015-09-14 00:52:00,"Male","75",75
"662","uncrystalline_aidi","Chocolate","Rocky Road","Fudge",2015-10-22 13:04:00,"Male","71",71
"663","zinnwaldite_hummingbird","Vanilla","Rocky Road","Mocha",2016-01-21 01:09:00,"Male","75.6",75.6
"664","soaplike_americanbobtail","Vanilla","Rocky Road","Mocha",2014-09-03 19:59:00,"Male","67",67
"665","diamantine_americancicada","Vanilla","Rocky Road","Pistachio",2016-01-26 21:17:00,"Male","69",69
"666","pseudoconservative_mockingbird","Chocolate","Mocha","Fudge",2015-12-02 08:57:00,"Male","167",167
"667","establishmentarian_crownofthornsstarfish","Chocolate","Fudge","Strawberry",2016-04-25 06:11:00,"Male","180",180
"668","fun_yearling","Vanilla","Rocky Road","Strawberry",2014-09-02 15:16:00,"Male","6",72
"669","baryte_molly","Vanilla","Rocky Road","Mocha",2014-12-06 21:56:00,"Male","162",162
"670","banal_yellowbellylizard","Chocolate","Pistachio","Fudge",2014-10-11 05:50:00,"Male","5.1",61.2
"671","smoothtongued_neonrainbowfish","Chocolate","Rocky Road","Mocha",2015-01-02 20:49:00,"Male","70",70
"672","ignorant_xenops","Vanilla","Strawberry","Fudge",2014-09-02 15:16:00,"Female","71",71
"673","fruited_bird","Vanilla","Strawberry","Pistachio",2015-05-18 17:59:00,"Female","5'5",65
"674","undercoloured_azurevase","Chocolate","Pistachio","Rocky Road",2014-12-06 11:57:00,"Male","6",72
"675","average_sow","Chocolate","Mocha","Pistachio",2016-01-25 08:17:00,"Female","66.14",66.14
"676","neutered_hedgehog","Chocolate","Pistachio","Strawberry",2017-10-14 14:07:00,"Male","5'6",66
"677","sublimational_snowmonkey","Vanilla","Mocha","Fudge",2015-08-01 23:56:00,"Male","71",71
"678","subtriangular_jenny","Chocolate","Rocky Road","Fudge",2015-05-04 14:00:00,"Female","5.1",61.2
"679","feral_hermitcrab","Vanilla","Fudge","Pistachio",2014-10-16 12:17:00,"Male","64",64
"680","roguish_lowchen","Chocolate","Fudge","Mocha",2016-01-27 01:38:00,"Male","68",68
"681","pisciform_gyrfalcon","Vanilla","Fudge","Mocha",2017-08-11 17:35:00,"Male","74",74
"682","chorographic_yellowlegs","Chocolate","Mocha","Strawberry",2015-09-01 22:45:00,"Male","68",68
"683","blackcoated_buzzard","Vanilla","Mocha","Pistachio",2016-01-26 15:16:00,"Female","62",62
"684","stainable_sulphurbutterfly","Chocolate","Strawberry","Pistachio",2014-09-02 15:16:00,"Male","73",73
"685","usual_sow","Vanilla","Fudge","Pistachio",2015-08-16 10:04:00,"Male","66.93",66.93
"686","acute_greyhounddog","Chocolate","Fudge","Mocha",2016-01-26 12:02:00,"Male","71",71
"687","dicey_zanzibardaygecko","Vanilla","Pistachio","Fudge",2016-01-25 08:16:00,"Male","5.1",61.2
"688","feudalist_seabird","Chocolate","Strawberry","Pistachio",2015-04-16 11:16:00,"Male","175",175
"689","sick_hylaeosaurus","Chocolate","Mocha","Rocky Road",2015-03-31 22:56:00,"Male","74",74
"690","front_leafcutterant","Vanilla","Fudge","Mocha",2015-01-21 15:19:00,"Male","71",71
"691","miserly_loggerheadturtle","Vanilla","Strawberry","Rocky Road",2014-11-07 18:01:00,"Male","75",75
"692","cobwebby_guppy","Vanilla","Fudge","Strawberry",2015-11-29 10:27:00,"Male","71",71
"693","dotted_alaskanmalamute","Vanilla","Rocky Road","Strawberry",2014-11-08 11:30:00,"Male","70",70
"694","definable_quinquespinosus","Chocolate","Strawberry","Mocha",2014-12-17 21:27:00,"Male","178",178
"695","cataclysmic_sunbear","Vanilla","Strawberry","Rocky Road",2016-07-16 13:43:00,"Female","64",64
"696","unkempt_lamprey","Chocolate","Strawberry","Fudge",2016-02-03 10:31:00,"Male","68.89",68.89
"697","captivative_waterboatman","Chocolate","Rocky Road","Fudge",2014-09-02 15:16:00,"Male","69",69
"698","lead_bat","Vanilla","Rocky Road","Mocha",2015-04-16 23:18:00,"Male","71",71
"699","unimaginative_ilsamochadegu","Vanilla","Rocky Road","Pistachio",2015-09-29 11:44:00,"Male","71",71
"700","unpolitical_bufflehead","Vanilla","Strawberry","Fudge",2015-07-18 04:37:00,"Male","175",175
"701","obese_dowitcher","Vanilla","Strawberry","Mocha",2015-10-12 01:56:00,"Male","67",67
"702","tonguetied_barebirdbat","Chocolate","Strawberry","Rocky Road",2016-01-27 16:10:00,"Male","6",72
"703","extroverted_bandicoot","Chocolate","Mocha","Fudge",2014-09-02 15:17:00,"Female","66",66
"704","scotophobic_polecat","Chocolate","Pistachio","Mocha",2015-04-05 06:49:00,"Male","73",73
"705","voodooistic_hake","Chocolate","Fudge","Pistachio",2016-06-28 13:01:00,"Male","6",72
"706","coseys_blacklemur","Vanilla","Pistachio","Rocky Road",2014-09-02 15:16:00,"Male","70",70
"707","sensitive_dinosaur","Chocolate","Strawberry","Rocky Road",2014-11-21 22:41:00,"Male","5.4",64.8
"708","ununbium_herring","Vanilla","Strawberry","Pistachio",2016-05-22 08:02:00,"Male","5'7",67
"709","audiophilic_aztecant","Chocolate","Rocky Road","Strawberry",2015-09-14 22:38:00,"Male","63",63
"710","disgraceful_aquaticleech","Chocolate","Mocha","Rocky Road",2015-03-31 19:28:00,"Male","66",66
"711","aforementioned_hapuku","Chocolate","Strawberry","Rocky Road",2015-12-18 06:31:00,"Male","67",67
"712","antipestilential_catbird","Chocolate","Fudge","Rocky Road",2016-03-25 17:44:00,"Female","5'8",68
"713","crystalline_imperatorangel","Vanilla","Fudge","Mocha",2015-05-19 16:24:00,"Male","73.2",73.2
"714","shapeable_flyingfox","Chocolate","Strawberry","Pistachio",2015-12-22 19:03:00,"Male","150",150
"715","gynephilic_xuanhuasaurus","Vanilla","Rocky Road","Mocha",2016-04-25 06:11:00,"Male","70.86",70.86
"716","coyish_islandwhistler","Chocolate","Rocky Road","Strawberry",2016-03-03 12:26:00,"Male","67",67
"717","countrified_rhinoceros","Chocolate","Mocha","Strawberry",2014-11-24 09:16:00,"Male","70",70
"718","wicked_easternnewt","Vanilla","Mocha","Strawberry",2016-01-26 18:34:00,"Male","66",66
"719","half_nightingale","Vanilla","Mocha","Strawberry",2014-12-22 13:24:00,"Male","71",71
"720","heretical_hyena","Vanilla","Strawberry","Mocha",2014-09-04 01:51:00,"Male","68",68
"721","shadowed_teal","Vanilla","Mocha","Pistachio",2014-09-08 17:22:00,"Female","68",68
"722","bioecological_arabianhorse","Chocolate","Pistachio","Fudge",2014-09-03 21:43:00,"Male","5.5",66
"723","overjoyed_phoenix","Chocolate","Pistachio","Strawberry",2014-10-10 19:51:00,"Male","72",72
"724","fermentable_duckbillplatypus","Chocolate","Fudge","Rocky Road",2016-03-11 11:12:00,"Male","70",70
"725","nutlike_finch","Vanilla","Mocha","Rocky Road",2014-10-15 16:46:00,"Female","165",165
"726","dynamic_germanshorthairedpointer","Chocolate","Pistachio","Strawberry",2015-06-24 09:41:00,"Male","69",69
"727","delighted_finch","Vanilla","Strawberry","Mocha",2014-11-02 01:24:00,"Female","67",67
"728","silvery_harrier","Chocolate","Rocky Road","Mocha",2014-09-03 16:31:00,"Female","69",69
"729","polar_andalusianhorse","Vanilla","Fudge","Pistachio",2016-04-23 17:15:00,"Male","67.5",67.5
"730","semiparalyzed_anglerfish","Chocolate","Rocky Road","Pistachio",2015-01-15 00:19:00,"Male","167",167
"731","effaceable_southernhairnosedwombat","Chocolate","Rocky Road","Pistachio",2016-05-30 14:30:00,"Male","6",72
"732","late_goitered","Vanilla","Fudge","Strawberry",2015-02-03 16:53:00,"Male","69",69
"733","angstridden_wrasse","Chocolate","Strawberry","Fudge",2014-09-16 12:48:00,"Male","68",68
"734","ecological_antelopegroundsquirrel","Chocolate","Mocha","Rocky Road",2016-01-25 16:57:00,"Female","68",68
"735","expeditionary_indochinahogdeer","Chocolate","Mocha","Pistachio",2014-11-24 19:01:00,"Male","157",157
"736","monumental_englishpointer","Chocolate","Fudge","Rocky Road",2014-09-04 11:03:00,"Male","69",69
"737","reclining_imago","Chocolate","Rocky Road","Mocha",2014-09-02 15:16:00,"Male","74",74
"738","diplocardiac_bobwhite","Vanilla","Strawberry","Fudge",2014-09-12 22:26:00,"Male","70",70
"739","ellipsoidal_peafowl","Chocolate","Mocha","Fudge",2016-01-25 23:49:00,"Male","70.8661",70.8661
"740","efficacious_dorado","Chocolate","Strawberry","Rocky Road",2016-01-26 16:46:00,"Female","70",70
"741","reserved_archerfish","Chocolate","Pistachio","Rocky Road",2014-09-02 15:17:00,"Male","67.7",67.7
"742","resalable_tragopan","Vanilla","Fudge","Rocky Road",2016-01-26 18:01:00,"Male","70",70
"743","statistical_cuckoo","Vanilla","Mocha","Strawberry",2014-09-02 15:16:00,"Female","65",65
"744","paragonita_ungulate","Vanilla","Mocha","Rocky Road",2014-09-03 20:06:00,"Female","61",61
"745","unconstitutional_elephantbeetle","Chocolate","Pistachio","Mocha",2014-09-02 15:17:00,"Female","64.173",64.173
"746","interlibrary_crocodile","Vanilla","Strawberry","Rocky Road",2015-02-01 17:38:00,"Male","6.5",78
"747","personal_fairyfly","Vanilla","Rocky Road","Pistachio",2014-10-10 15:19:00,"Female","61",61
"748","olericultural_americanalligator","Vanilla","Pistachio","Strawberry",2016-04-12 08:02:00,"Male","64.5",64.5
"749","empiristic_yellowlegs","Chocolate","Fudge","Mocha",2014-09-02 15:16:00,"Female","63",63
"750","polymorphonuclear_alleycat","Vanilla","Fudge","Mocha",2014-09-02 15:17:00,"Male","70.87",70.87
"751","rough_flickertailsquirrel","Chocolate","Pistachio","Fudge",2016-01-27 17:19:00,"Male","6.1",73.2
"752","expensive_orangutan","Chocolate","Fudge","Mocha",2016-01-25 16:32:00,"Female","64.5",64.5
"753","wispy_dutchsmoushond","Chocolate","Rocky Road","Mocha",2015-07-10 20:53:00,"Male","70",70
"754","protective_adouri","Vanilla","Strawberry","Fudge",2016-01-26 10:03:00,"Male","75.4",75.4
"755","spectacular_atlasmoth","Chocolate","Fudge","Pistachio",2014-09-08 19:42:00,"Male","66",66
"756","preliterary_littlenightmonkeys","Chocolate","Fudge","Mocha",2014-12-03 20:25:00,"Male","69",69
"757","tabarded_warbler","Chocolate","Strawberry","Fudge",2015-09-28 13:09:00,"Male","70",70
"758","wornout_pittabird","Vanilla","Rocky Road","Mocha",2014-09-02 15:18:00,"Female","51",51
"759","farseeing_woodchuck","Chocolate","Fudge","Pistachio",2014-09-02 15:16:00,"Male","61",61
"760","veryblue_halibut","Vanilla","Fudge","Rocky Road",2017-02-26 23:17:00,"Male","66",66
"761","former_elephantseal","Vanilla","Pistachio","Strawberry",2015-06-06 13:16:00,"Male","71",71
"762","heartstricken_wolfspider","Vanilla","Fudge","Rocky Road",2014-09-02 15:16:00,"Female","64",64
"763","ambisyllabic_dikkops","Vanilla","Strawberry","Mocha",2016-01-25 08:15:00,"Male","75",75
"764","super_adamsstaghornedbeetle","Vanilla","Pistachio","Rocky Road",2016-01-25 08:15:00,"Female","64",64
"765","semirebellious_waxwing","Vanilla","Mocha","Fudge",2015-12-04 01:31:00,"Male","67",67
"766","highfaluting_rattlesnake","Chocolate","Pistachio","Rocky Road",2016-01-25 08:15:00,"Female","62.6",62.6
"767","homeopathic_angwantibo","Vanilla","Fudge","Rocky Road",2015-05-18 18:28:00,"Male","72",72
"768","checkered_banteng","Vanilla","Fudge","Rocky Road",2016-05-08 16:07:00,"Male","70",70
"769","effusive_redpoll","Vanilla","Pistachio","Mocha",2014-09-12 00:22:00,"Male","71",71
"770","exploitative_hydatidtapeworm","Chocolate","Strawberry","Pistachio",2016-03-22 23:28:00,"Male","67",67
"771","unexperimental_tadpole","Chocolate","Mocha","Rocky Road",2014-09-02 15:16:00,"Male","72",72
"772","matricidal_manatee","Chocolate","Rocky Road","Mocha",2014-09-24 18:28:00,"Female","68",68
"773","adorable_redheadedwoodpecker","Chocolate","Mocha","Fudge",2015-06-01 11:08:00,"Male","65",65
"774","effigial_pronghorn","Chocolate","Strawberry","Mocha",2014-09-03 20:31:00,"Female","64",64
"775","wroughtiron_emeraldtreeskink","Vanilla","Rocky Road","Fudge",2015-06-04 15:08:00,"Female","5.7",68.4
"776","preggers_genet","Chocolate","Rocky Road","Strawberry",2015-09-06 05:24:00,"Male","165",165
"777","unwealthy_americanwirehair","Vanilla","Mocha","Pistachio",2014-09-04 11:02:00,"Male","72",72
"778","disastrous_adouri","Chocolate","Fudge","Pistachio",2015-05-04 05:22:00,"Male","6",72
"779","piperaceous_xiphosuran","Vanilla","Pistachio","Strawberry",2015-02-04 15:07:00,"Male","70",70
"780","skeletonlike_tegus","Vanilla","Pistachio","Fudge",2014-09-02 15:16:00,"Male","72",72
"781","paleobiological_ichthyosaurs","Vanilla","Mocha","Rocky Road",2014-09-02 15:16:00,"Male","68",68
"782","attentive_europeanpolecat","Vanilla","Mocha","Pistachio",2016-01-26 10:01:00,"Male","180",180
"783","unhumanitarian_albatross","Chocolate","Mocha","Fudge",2016-02-11 11:49:00,"Male","5'8",68
"784","touristy_killifish","Vanilla","Rocky Road","Pistachio",2014-09-23 17:33:00,"Male","70",70
"785","nondeadly_dikkops","Chocolate","Pistachio","Mocha",2014-09-02 15:17:00,"Male","73",73
"786","floristic_agama","Chocolate","Rocky Road","Fudge",2015-07-31 22:39:00,"Female","63",63
